Gender,Age_Group,Shoulder_Height_Diff_px,Hip_Height_Diff_px,Torso_Vertical_Tilt_deg,Ear_Hip_Vertical_Tilt_deg,Shoulder_Line_Horizontal_Tilt_deg,Hip_Line_Horizontal_Tilt_deg,Exercise_Label
Male,Young Adult,12.0,1.0,3.54,-0.45,3.11,0.43,Shoulder Press
Male,Young Adult,4.0,1.0,-1.16,-2.47,1.41,0.48,Resistance Band Arm Stretch
Male,Young Adult,0.0,0.0,-1.17,-1.46,-0.0,-0.0,Plank
Male,Young Adult,3.0,0.0,-0.49,-0.69,-0.97,-0.0,Resistance Band Arm Stretch
Male,Young Adult,4.0,2.0,-0.53,-1.97,1.33,-1.16,Resistance Band Arm Stretch
Male,Young Adult,4.0,1.0,-0.73,0.66,1.27,-0.53,Resistance Band Arm Stretch
Male,Young Adult,9.0,1.0,-1.5,-2.16,-2.96,-0.53,Shoulder Press
Male,Middle-aged,0.0,0.0,1.63,0.79,-0.0,-0.0,Modified Plank
Male,Middle-aged,1.0,1.0,-0.95,-2.24,-0.34,-0.5,Modified Plank
Male,Middle-aged,0.0,1.0,-1.37,-2.71,-0.0,0.47,Modified Plank
Male,Middle-aged,3.0,2.0,-0.23,-1.1,0.93,-0.9,Cross-Body Arm Stretch
Male,Middle-aged,11.0,1.0,1.47,0.51,3.48,0.49,Band Shoulder Abduction
Male,Middle-aged,1.0,2.0,0.47,-0.16,-0.32,-1.09,Standing Hip Abduction
Male,Middle-aged,3.0,2.0,-1.68,-2.36,1.01,-1.03,Modified Plank
Male,Middle-aged,0.0,3.0,-0.5,-0.35,-0.0,-1.51,Standing Hip Abduction
Male,Middle-aged,4.0,0.0,0.81,-0.73,1.41,-0.0,Cross-Body Arm Stretch
Male,Senior,2.0,0.0,1.62,0.73,0.71,-0.0,Wall Push-up
Male,Senior,2.0,1.0,0.75,0.53,0.71,0.56,Wall Push-up
Male,Senior,5.0,0.0,1.53,1.64,1.59,-0.0,Wall Push-up
Male,Senior,1.0,3.0,-1.17,-2.18,-0.31,-1.52,Seated Figure-Four Stretch
Male,Senior,6.0,3.0,1.98,1.01,2.15,1.62,Seated Shoulder Raise
Male,Senior,3.0,2.0,0.76,0.87,1.1,-1.04,Wall Push-up
Male,Senior,1.0,1.0,1.93,0.33,0.33,0.5,Diaphragmatic Breathing
Male,Senior,3.0,1.0,0.25,-1.68,1.01,-0.55,Wall Push-up
Male,Senior,6.0,1.0,0.51,1.39,2.06,-0.52,Wall Push-up
